                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    S                                                                                                                                                                           
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                İ        K                 S        u                                                                                                                                                                           
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             B                 B                 Ç                                                     İ        s        ı        S        i        l                                                                                                                                                                           
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             a                 o                 o        D                 E        E        H        h        c        z        a        n        t                                                                                                                                                                           
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ş                 l                 b        a                 m        v        o        s        e        ı        n        a        a                                                                                                                                                                           
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    M                                                                                                                                                        m        B        v                 a        z        D        i        c        c        a        h        l        d        n        n        Ş                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    e                                                              Ç                                                                                         a        a        a                 n        k        i        r        i        a        n        i        ö        ı        p        d        u                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    r                          S                                   a                 D                                                                       k        y        d        Ç        l        ı        n        d        l        l        i        s        r        k        a        a        h                                                                                                                                                                  
                                                                                                                                                                                                                                                                       S                                                                                G                                                                                         Ş                                                                                                                                                                 S                                                                                                                                               k        P                 e                                   v                 u                                                                       ç        a        i        a        a        r        a        a        e        a        y        a        e        l        ş        ğ        u                                                                                         K                                                                        
                                                                                                                                                                             G        K                                                                                e                                                                                ö                          K                                   S                          e                 Y                                                              İ                                                                                u        Y        A                                                                                                                             e        a        S        r                 A        A        d                 m                          P                 H                 T        ı        t        n        y        r        ı        r        ğ        r        r        e        r        n        ı        a        ı        t                                                                                         a                                                     S                  
                                                                 K                                                                                                           ü        a        K        K                                            N                 f                                                              A                 l                 K        ö                                   a                          h        T        u                 B                                   G        n                                                                                l        e        c        B                 B        B        B                                                                                z        m        a        i                 l        s        a        D        l                          a        Ş        i                 a                                                                                                                                                                                                                                                  v                                                     e                  
                                                        G        a                          B        B                                                                       z        r        a        e                          M                 a                 e                                            A        A        l        D        m                 ı        p                 S        S        r        S                 z        u        n        B        u                                   e        c        K        K                          K                                   t        n        ı        a        B        e        e        o        B                 Ç        Ç        Ç                                   e        u        r        n                 t        l        r        o        u                          z        a        s                 v        A        A        A        A        A        A        A        A        A        A        A        A        A        A        A        A        A                          K                                                              a        K        M                                   y                  
                                      B                 a        r                          a        a        B                 B                                            e        a        r        m                          e        M        r                 r                          T                 h        k        a        e        a        G        r        r                 a        a        u        e                 a        r        u        o        h                                   r        i        a        a        K                 u        K        N                 a        i        p        b        a        k        y        z        u                 a        a        i        G        H                 f        k        a        h        T        ı        a        h        m        p                 G        a        p        a        S        ş        f        f        f        f        f        f        f        f        f        f        f        f        f        f        f        f        f                          a                                   D                 F        k        ö        a                 M                 d                 Y
                                      a                 z        ş                 A        y        y        e        B        o                          D                 l        b        a        a                          n        e        l        Ö        i        S                 o                 m        h        ş        m        r        ö        k        ü                 l        r        h        l                 d        g        s        z        a                          E        m        r        r        r        o                 ş        u        a                 n        p        a        a        k        i        a        k        l                 m        r        v        ü        o        K        e        k        y        i        a        n        n        i        a        ı        E        e        r        h        r        i        a        y        y        y        y        y        y        y        y        y        y        y        y        y        y        y        y        y                          r        S                 B        a                 e        l        y        r                 e        O        i                 a
                                      l        Ç        i        ı        K        l        ı        r        r        e        r                 Ç        i                 b        a        b        l        K        K        d        n        ı        d        h        e                 r                 e        i        e        i        m        r        a        b        K        i        ı        a        e        S        e        u        e        d        r                 D        f        e        l        a        p        ç                 a        y        z                 h        a        y        d        l        l        ğ        u        d        Ç        e        d        r        n        n        a        n        a        k        s        v        t        a        s        n        n        m        d        l        a        c        m        n        o        o        o        o        o        o        o        o        o        o        o        o        o        o        o        o        o                          a        i        U        o        l        D        t        ı        c        m        M        n        r        k                 t
                                      ç        i        e        y        o        i        n        a        g        y        n        B        e        k        F        a        ğ        u        p        ı        i        e        e        d        e        i        l        T        b        U        t        s        h        r        a        d        ğ        a        u        h        g        n        n        o        l        t        m        o        k        Ç        i        e        n        i        c        u        a        K        d        u        i        S        i        z        a        a        a        l        a        r        a        a        l        a        i        e        a        l        d        l        ö        a        a                  Bozkurt Denizli 070   284047   302454   269777   277000   272662   310848   223592   275461   320069   161772   264403   270976   361602   347501   319604   303077   279981   379187   246444   303921   178224   263388   285119   290532   190457   321303   231836   208135   237196   313596   196893   237553   140542   256248   211576   238524   266081   217643   169295   178182   123022   238059   196450   277685   248724   218306   255436   154707    87826   188734   269373   170771   192877   181811   130175   206836   192065   152412   229394   115280   126312   218912   142360   147179    83182    81637    26968    72981   127637        0    88934    49897   132969     7428    69673    87297    38106    99015    54580    58715    68438    68164    74453   187263   243303   219802   334499   156613   241105   185710   195688   190236   228195   212925   295879    41528   216180   180942   166567   184513    28232    61967   217675    48393   142423   195892   192421    86937   108757   151650   187803   148232   129738   127340    87475    92067   109865   285173   223712   291398   211056   190971   195505   224426   240781   198815   212940   189151   171146   203232
            Buldan Denizli 071   208597   208544   201656   192498   188160   226346   156673   190959   235567   108212   179901   195526   286152   262999   235102   227627   204531   303737   161942   219419    93721   209828   200617   215082   122873   245853   178276   149240   183636   238146   112391   153051    56039   186908   127074   154022   181579   133140    84792    93680    38520   153557   121502   193183   164222   133804   170934   101147    34266   135174   215813   117211   139317   128251    76615   153276   138505    98852   175834    61720    72752   165352    88800    93619    99358    38631    97916    79788   138926    88934        0    69201   149734    95517   113529    32316    59505   110548    43630    36445    21717    79697    85986   194444   220804   197506   294374   163794   218809   163414   173392   167940   205899   190629   256941   129617   261304   269031   254656   244096   116321   150056   285980   136482   168071   226535   237545   175026   196846   192501   275892   236321   136919    55414    96160   136980    74477   239118   235245   302931   257879   137716   207038   235959   194726   145560   224473   235974   182679   157176
               Çal Denizli 072   261673   261620   254732   245574   241236   279422   209749   244035   288643   170247   232977   248602   339228   316075   288178   280703   257607   356813   215018   272495   146797   262856   253693   268158   175949   298929   244408   202316   249768   291222   165467   206127   109115   218723   180150   207098   234655   186216   116553   146756    91596   206633   158924   246259   217298   186880   224010   167279   100398   201306   281945   183343   205449   194383   142747   219408   204637   164984   241966   127852   138884   231484   154932   159751    95754    94209    31538    22813   140209    49897    69201        0   149287    55427    44660    37396    50368   111277    66841    70976    80699    80426    86715   160990   194491   183146   297486   130340   204449   149054   159032   153580   191539   176269   258866    89527   227850   202660   188285   206231    76231    83685   239393    55485    99229   193081   204091    93031   130475   159047   209521   169950   103465    77439    37575    65795    59965   297435   235974   303660   262671   203232   207767   236688   253043   211076   225202   240766   183408   215494
            Çameli Denizli 073   339052   357459   324782   344610   339664   370816   278597   340446   380037   216777   334352   325981   416607   407469   392090   358082   334986   434192   306412   363889   238192   318393   345087   345537   245462   376308   286841   263140   292201   368601   256861   297521   200510   331379   271544   298492   326049   277611   229263   238150   182990   298027   265973   337653   308692   278274   315404   204447   147794   257107   328252   225776   247882   236816   143519   287987   247070   207417   284399   170286   181318   273917   197365   201719    50590   141605   146008   172592    69127   132969   149734   149287        0   130581   181251   176219   100570   118533   109614   122818   128774    70608    93971   298841   366794   331380   457990   268191   352683   297288   307266   301814   339773   324503   419370   161685   339671   300977   286602   304548   148388   188900   337710   168550   265914   319383   315912   210428   232248   275142   307838   268267   241316   199317   186791   203645   218380   304691   119150   266047    76568   207313   138769   199076   260299   199470   121033    86326   190664   222750
            Çardak Denizli 074   289798   308205   275528   282751   278413   316599   229343   281212   325820   167523   270154   276727   367353   353252   325355   308828   285732   384938   252195   309672   183975   269139   290870   296283   196208   327054   237587   213886   242947   319347   202644   243304   146293   261999   217327   244275   271832   223394   175046   183933   128773   243810   202201   283436   254475   224057   261187   160458    93577   194485   275124   176522   198628   187562   135926   212587   197816   158163   235145   121031   132063   224663   148111   152930    91588    87388    29014    78732   133388     7428    95517    55427   130581        0    73682    91306    42114   103023    58588    62723    72446    72172    78461   212320   238221   223811   329417   160622   245114   189719   199697   194245   232204   216934   290797    36446   211098   175860   161485   179431    23149    56885   212593    43311   137341   190810   187339    81855   103675   146568   182721   143150   133747   131349    91484    96076   113874   289181   252172   295406   209590   194979   199513   228434   244789   202823   216948   187685   175154   207240
            Çivril Denizli 075   296313   296260   289372   280214   275876   314062   254077   278675   323659   206382   267617   283242   373868   351091   322818   315343   292247   391453   249658   307511   191125   297496   288333   302798   220277   333569   276446   252745   281806   325862   200107   241143   153443   188717   215166   214757   269671   181531   133707   181396   135924   241650   128919   281275   251938   221520   258650   199317   132436   233344   313983   215381   237487   226421   174785   251446   236675   197022   274004   159890   170922   263522   186970   191789   127792   126247    43032    38285   172247    69673   113529    44660   181251    73682        0    81680    82428   143337    98901   103036   112759   112486   118775   118906   152407   151445   255402    88256   172748   117353   127331   121879   159838   144568   216782    71180   185766   174214   159839   168558    57322    55240   210947    50514    53316   150997   162007    47118    68897   116963   181075   141504    61381    90416    23215    23710    57120   329495   268034   335720   282452   235292   239827   268748   285103   243136   257262   260547   215468   247554
             Güney Denizli 076   224788   224735   217847   208689   204351   242537   172864   207150   251758   133362   196092   211717   302343   279190   251293   243818   220722   319928   178133   235610   109912   225971   216808   231273   139064   262044   205225   165431   210585   254337   128582   169242    72230   203099   143265   170213   197770   149331    81127   109871    54711   169748    94769   209374   180413   149995   187125   128096    61215   162123   242762   144160   166266   155200   103564   180225   165454   125801   202783    88669    99701   192301   115749   120568   126307    65580    68938    48539   165875    87297    32316    37396   176219    91306    81680        0    85982   137025    70107    62922    48194   106174   112463   162540   188900   165602   262470   131890   186905   131510   141488   136036   173995   158725   225037   126827   229400   239073   235483   212192   113531   120650   254076    92450   136167   194631   205641   129996   167440   160597   256719   215901   105015    41988    64256   105076    42573   265595   261722   329408   284356   164193   233515   262436   221203   172037   250950   262451   209156   183653
             Honaz Denizli 077   253786   272193   239516   246739   242401   280587   193331   245200   289808   131511   234142   240715   331341   317240   289343   272816   249720   348926   216183   273660   147963   233127   254858   260271   160196   291042   201575   177874   206935   283335   166632   207292   110281   241150   181315   208263   235820   187382   139034   147921    92761   207798   175744   247424   218463   188045   225175   124446    57565   158473   239112   140510   162616   151550    86882   176575   161804   122151   199133    85019    96051   188651   112099   116918    50658    51376    47089    73673    90226    38106    59505    50368   100570    42114    82428    85982        0    60976    22599    28442    38165    30125    36414   200039   233540   232578   336535   169389   253881   198486   208464   203012   240971   225701   297915    77690   252342   217104   202729   220675    64394    98129   253837    84555   137018   232054   228583   123099   144919   187812   223965   184394   142514   108708    87989   104843   110379   247134   185673   253359   208307   160698   157466   186387   202742   141913   174901   186402   133107   165193
              Kale Denizli 078   252469   270876   238199   258027   253081   304190   192014   253863   340851   130194   247769   239398   330024   362831   305507   271499   248403   347609   246841   324703   153548   231810   278461   258954   158879   289725   200258   176557   205618   282018   217675   258335   161324   292193   232358   259306   286863   238425   190077   198964   143804   258841   226787   298467   269506   239088   276218    76367   108608   139878   211023   139193   161299   150233    56936   170758   182122   120834   197816    83703    94735   187334   110782   115136    68621   102419   107998   134582    39382    99015   110548   111277   118533   103023   143337   137025    60976        0    70763    83967    89923    48318    25019   261330   294831   302558   397826   230680   323861   268466   278444   272992   310951   295681   359206   138981   313633   278395   264020   281966   125685   159420   315128   145846   198309   293345   289874   184390   206210   249103   285256   245685   203805   160466   149280   166134   179529   187197   125737   193422   161313    89820    97530   126450   142805    81977   114965   204595    73171   105256
      Merkezefendi Denizli 079   237911   256318   223641   230864   226526   264712   177456   229325   273933   115636   218267   224840   315466   301365   273468   256941   233845   333051   200308   257785   132088   217252   238983   244396   144321   275167   185700   161999   191060   267460   150757   191417    94406   225275   165440   192388   219945   171507   123159   132046    76886   191923   159869   231549   202588   172170   209300   108571    41690   142598   223237   124635   146741   135675    84039   160700   145929   106276   183258    69144    80176   172776    96224   101043    59702    35501    63562    90146    99270    54580    43630    66841   109614    58588    98901    70107    22599    70763        0    19880    22560    38246    44535   215490   248991   235195   351986   184840   256498   201103   211081   205629   243588   228318   313366    93140   267792   232554   218179   236125    79844   113579   269287   100005   152469   247504   244033   138549   160369   203262   239415   199844   157965    93103   103440   120294   112166   255255   193794   261480   216428   145093   165587   194508   210863   152937   183022   194523   141228   173314
         Pamukkale Denizli 080   239499   239725   225229   223679   219341   257527   187855   222140   266748   117224   211082   226428   317054   294180   266283   258529   235433   334639   193123   250600   124903   218840   231798   245984   154055   276755   187288   163587   192648   269048   143572   184232    87221   218090   158255   185203   212760   164322   115974   124861    69701   184738   152684   224364   195403   164985   202115   110159    43278   144186   224825   126223   148329   137263    85627   162288   147517   107864   184846    70732    81764   174364    97812   102631    72906    38031    67697    94281   112474    58715    36445    70976   122818    62723   103036    62922    28442    83967    19880        0    33823    52881    59170   221387   251335   228037   324905   190737   249340   193945   203923   198471   236430   221160   319263    99038   273690   238452   224077   242023    85742   119477   275185   105903   158366   253402   249931   144447   166267   209160   245313   205742   163862    85945   109337   126191   105008   246164   208429   276115   231063   144762   180222   209143   201772   152606   197657   209158   155863   164222
          Sarayköy Denizli 081   215998   234405   201728   208951   204613   242799   155543   207412   252020    93723   196354   202927   293553   279452   251555   235028   211932   311138   178395   235872   110175   195339   217070   222483   122408   253254   163787   140086   169147   245547   128844   169504    72493   203362   143527   170475   198032   149594   101246   110133    54973   170010   137956   209636   180675   150257   187387    86658    19777   120685   201324   102722   124828   113762    62126   138787   124016    84363   161345    47231    58263   150863    74311    79130    78862    15804    77420   104004   118430    68438    21717    80699   128774    72446   112759    48194    38165    89923    22560    33823        0    58617    64906   210665   237025   213727   310595   180015   235030   179635   189613   184161   222120   206850   273162   108537   283189   247951   233576   251522    95241   128976   284684   115402   167865   262901   259430   153946   175766   218659   254812   215241   153140    71635   118836   135690    90698   225027   214165   281851   236799   123625   185958   214879   180635   131469   203393   214894   161599   143085
        Serinhisar Denizli 082   269014   287421   254744   274572   269626   300779   208559   270408   310000   146739   264314   255943   346569   337432   322052   288044   264948   364154   236375   293852   168155   248355   275050   275499   175424   306270   216803   193102   222163   298563   186824   227484   130473   261342   201507   228455   256012   207574   159226   168113   112953   227990   195936   267616   238655   208237   245367   134409    77757   187069   258214   155738   177844   166778    73481   217949   177032   137379   214361   100248   111280   203879   127327   131681    20696    71568    77147   103731    76825    68164    79697    80426    70608    72172   112486   106174    30125    48318    38246    52881    58617        0    23930   230141   263642   271369   366637   199491   292672   237277   247255   241803   279762   264492   328017   107792   282444   247206   232831   250777    94496   128231   283939   114657   167120   262156   258685   153201   175021   217914   254067   214496   172616   129277   118091   134945   148340   234650   173189   240875   178659   137272   144982   173903   190258   129429   162417   156754   120623   152709
             Tavas Denizli 083   244719   263126   230449   250277   245331   296440   184264   246113   316289   122444   240019   231648   322274   343721   297757   263749   240653   339859   242664   300141   145798   224060   270711   251204   151129   281975   192508   168807   197868   274268   193113   233773   136762   267631   207796   234744   262301   213863   165515   174402   119242   234279   202225   273905   244944   214526   251656   110114    84046   163770   234915   131443   153549   142483    49186   194650   152737   113084   190066    75953    86985   179584   103032   107386    44059    77857    83436   110020    53526    74453    85986    86715    93971    78461   118775   112463    36414    25019    44535    59170    64906    23930        0   236878   270379   278106   373374   206228   299409   244014   253992   248540   286499   271229   334754   114529   289181   253943   239568   257514   101233   134968   290676   121394   173857   268893   265422   159938   181758   224651   260804   221233   179353   136014   124828   141682   155077   212193   150732   218418   202048   114815   122525   151446   167801   106972   139960   180143    98166   130252
          Altıntaş Kütahya 084   328302   328249   321361   312203   307865   346051   299415   310664   355648   276221   299606   315231   405857   383080   354807   347332   324236   423442   281647   339500   252771   329485   320322   334787   265615   365558   344782   295415   316389   357851   232096   273132   195783   169194   247155   222542   301660   213520   165696   213385   192517   273639   160908   313264   283927   253509   290639   290224   223343   324251   404890   306288   328394   317328   265692   342353   327582   287929   364060   250797   261829   354429   277877   282696   245382   227708   160622   139342   289837   187263   194444   160990   298841   212320   118906   162540   200039   261330   215490   221387   210665   230141   236878        0    33147    57667   135693    31676    99604    79092   108478   103026   103560   125715    97073   177036   111070   120743   117153    93862   186943   153347   135746   180924    93082    37638    87311   134203   108085    51343   138389    97571    57514   151871   124332    89349   120429   427615   385697   453383   416411   326213   357490   386411   383223   334057   374925   394506   333131   345673
          Aslanapa Kütahya 085   324530   324477   317589   308431   304093   342279   295643   306892   351877   281757   295834   311459   402085   379309   351035   343560   320464   419670   277875   335729   258307   325713   316550   331015   261843   361786   341010   291643   312617   354079   228324   269361   192012   150853   243384   204201   297889   203687   161924   209614   194059   269868   122932   309493   280155   249737   286867   316584   249703   350611   430792   332648   364037   343688   292052   368713   353942   314289   360288   277157   288189   380331   304237   309056   278883   254068   194123   172843   323338   243303   220804   194491   366794   238221   152407   188900   233540   294831   248991   251335   237025   263642   270379    33147        0    24476   125657    65094    66413    58088    90042    84590    70369   107279    87037   204051   138086   147759   144169   120878   213958   180362   162762   207939   126500    64653   114327   161218   135100    84761   165405   124587    90932   153373   157750   122767   145663   452849   419115   486801   443426   351447   390908   419829   408457   359291   408343   421521   366549   370907
       Çavdarhisar Kütahya 086   301232   301179   294291   285133   280795   318981   272345   283594   328579   258459   272536   288161   378787   356011   327737   320262   297166   396372   254577   312431   235009   302415   293252   307717   238545   338488   317712   268345   289319   330781   205026   246063   168714   127555   220086   180903   274591   180389   138626   186316   170761   246570    99635   286195   256857   226439   263569   293286   226405   327313   407494   309350   340739   320390   268754   345415   330644   290991   336990   253859   264891   357033   280939   285758   277921   230770   193161   161498   331065   219802   197506   183146   331380   223811   151445   165602   232578   302558   235195   228037   213727   271369   278106    57667    24476        0    97082    90015    41937    33782    65737    60285    45893    82973    59649   247302   181336   191009   187419   164128   206396   223613   206012   199588   151421   107904   157577   204469   178351   131018   208655   167837   115853   129068   139542   127580   121358   428544   424671   492357   486677   327142   396464   425385   384152   334986   413899   464772   372105   346602
           Domaniç Kütahya 087   389896   395140   397815   385380   381042   361588   369213   383841   316897   355327   372844   385942   482311   344328   408475   423786   400690   499896   351445   300748   331877   405939   373990   411241   335413   442012   443667   365213   386187   434305   301894   290128   265582   178928   315899   232276   279638   231762   235494   283184   267629   321910   196503   282141   340207   323307   344307   390154   323273   424181   525670   406218   458915   417258   365622   442283   427512   387859   462945   350727   361759   475209   377807   382626   415663   327638   297118   275838   426333   334499   294374   297486   457990   329417   255402   262470   336535   397826   351986   324905   310595   366637   373374   135693   125657    97082        0   167691    84982   130846   162801   133824    97352   135381    38583   295299   229334   239007   235417   212126   305206   271610   220745   299187   229097   155901   205575   252466   226348   179015   256653   215835   193529   226132   260347   225364   218422   525608   577256   589398   534674   424206   493505   522426   481216   432050   510940   512769   469146   443666
        Dumlupınar Kütahya 088   297652   297599   290711   281553   277215   315401   268765   280014   324998   245571   268956   284581   375207   352430   324157   316682   293586   392792   250997   308850   222121   298835   289672   304137   234965   334908   314132   264765   285739   327201   201446   242482   165133   163832   216505   216096   271010   182870   135046   182735   161867   242989   130258   282614   253277   222859   259989   259574   192693   293601   374240   275638   297744   286678   235042   311703   296932   257279   333410   220147   231179   323779   247227   252046   214732   197058   129972   108692   259187   156613   163794   130340   268191   160622    88256   131890   169389   230680   184840   190737   180015   199491   206228    31676    65094    90015   167691        0   131653    73726   103112    97660   116211   120349   129571   152290   103876   113549   109959    86668   162197   128601   128552   156178    62415    63786    80117   109457    83339    35073   131195    90377    26847   121204    93665    58682    89762   396948   355030   422716   391665   295546   326823   355744   352556   303390   344258   369760   302464   315006
              Emet Kütahya 089   322535   322482   315594   306436   302098   340284   293648   304897   272153   279762   293839   309464   400090   299584   349040   341565   318469   417675   275880   256005   256312   323718   314555   329020   259848   359791   339015   289648   310622   352084   226329   194073   190017    94536   241389   147884   216834   147370   159929   207619   192064   225855   107610   229768   278160   247742   284872   314589   247708   348616   428797   330653   362042   341693   290057   366718   351947   312294   358293   275162   286194   378336   302242   307061   299224   252073   214464   182801   352368   241105   218809   204449   352683   245114   172748   186905   253881   323861   256498   249340   235030   292672   299409    99604    66413    41937    84982   131653        0    56120    67978    49414    12942    50971    47519   288718   222752   232425   228835   205544   228733   265029   247428   221925   178953   149320   198993   245885   219767   172434   250071   209253   157269   151405   161879   149917   143695   450881   447008   514694   453863   349479   418801   447722   406489   357323   436236   431958   394442   368939
             Gediz Kütahya 090   267140   267087   260199   251041   246703   284889   238253   249502   294487   224367   238444   254069   344695   321919   293645   286170   263074   362280   220485   278339   200917   268323   259160   273625   204453   304396   283620   234253   255227   296689   170934   211971   134622    93463   185994   146811   240499   146297   104534   152224   136669   212478    65543   252103   222765   192347   229477   259194   192313   293221   373402   275258   306647   286298   234662   311323   296552   256899   302898   219767   230799   322941   246847   251666   243829   196678   159069   127406   296973   185710   163414   149054   297288   189719   117353   131510   198486   268466   201103   193945   179635   237277   244014    79092    58088    33782   130846    73726    56120        0    32597    27145    43265    49833    94307   187113   214584   224257   220667   197376   173255   170748   239260   166447   123475   141152   190825   162627   161926   114182   241903   201085    92323    95927   106401    94439    88217   395403   391530   459216   398385   294001   363323   392244   351011   301845   380758   376480   338964   313461
          Pazarlar Kütahya 091   248109   248056   241168   232010   227672   265858   219222   230471   248388   205336   219413   235038   325664   275819   274614   267139   244043   343249   201454   232240   181886   249292   240129   254594   185422   285365   264589   215222   236196   277658   151903   170308   115591    70771   166963   124119   193069   123605    85503   133193   146647   193447    48820   206003   203734   173316   210446   269172   202291   303199   354371   285236   287616   296276   244640   321301   306530   266877   283867   229745   240777   303910   256825   261644   253807   206656   169047   137384   306951   195688   173392   159032   307266   199697   127331   141488   208464   278444   211081   203923   189613   247255   253992   108478    90042    65737   162801   103112    67978    32597        0    12393    46380    26758   125740   196721   226316   235989   232399   209108   182863   180356   250992   176055   133083   172586   202557   172235   171534   157513   253635   212817   101931   105534   116009   104047    97825   405011   401138   468824   407993   303609   372931   401852   360619   311453   390366   386088   348572   323069
           Şaphane Kütahya 092   271666   271613   264725   255567   251229   289415   242779   254028   249743   228893   242970   258595   349221   277174   298171   290696   267600   366806   225011   233595   205443   272849   263686   278151   208979   308922   288146   238779   259753   301215   175460   171663   139148    72126   190520   125474   194424   124960   109060   156750   141195   217004    58110   207358   227291   196873   234003   263720   196839   297747   377928   279784   311173   290824   239188   315849   301078   261425   307424   224293   235325   327467   251373   256192   248355   201204   163595   131932   301499   190236   167940   153580   301814   194245   121879   136036   203012   272992   205629   198471   184161   241803   248540   103026    84590    60285   133824    97660    49414    27145    12393        0    36471    28408    96339   192124   221719   231392   227802   204511   178266   175759   246395   171458   128486   167989   197960   167638   166937   152916   249038   208220    97334   100937   111412    99450    93228   400414   396541   464227   403396   299012   368334   397255   356022   306856   385769   381491   343975   318472
          Hisarcık Kütahya 093   309625   309572   302684   293526   289188   327374   280738   291987   261378   266852   280929   296554   387180   288809   336130   328655   305559   404765   262970   245230   243402   310808   301645   316110   246938   346881   326105   276738   297712   339174   213419   183298   177107    83761   228479   137109   206059   136595   147019   194709   179154   254963    96835   218993   265250   234832   271962   301679   234798   335706   415887   317743   349132   328783   277147   353808   339037   299384   345383   262252   273284   365426   289332   294151   286314   239163   201554   169891   339458   228195   205899   191539   339773   232204   159838   173995   240971   310951   243588   236430   222120   279762   286499   103560    70369    45893    97352   116211    12942    43265    46380    36471        0    40253    59868   229649   226578   236251   232661   209370   215791   213284   251254   208983   166011   153146   202819   249711   223593   176260   253897   213079   134859   138463   148937   136975   130753   437939   434066   501752   440921   336537   405859   434780   393547   344381   423294   419016   381500   355997
             Simav Kütahya 094   256796   256743   249855   240697   236359   253471   227909   239158   221960   214023   228100   243725   334351   249391   262227   275826   252730   351936   210141   205812   190573   257979   227742   263281   194109   294052   273276   223909   244883   286345   160590   143880   124278    44342   179967    97690   166641    97176    94190   141880   145082   175662    57507   179575   193959   182003   198059   286409   219528   320436   363058   302473   296303   307300   261877   338538   318111   284114   292554   246982   258014   312597   274062   278881   271044   223893   186284   154621   324188   212925   190629   176269   324503   216934   144568   158725   225701   295681   228318   221160   206850   264492   271229   125715   107279    82973   135381   120349    50971    49833    26758    28408    40253        0    97934   214410   244005   253678   250088   226797   200552   198045   268681   193744   150772   190276   220246   189924   189223   175202   271324   230506   119620   123223   133698   121736   115514   422700   418827   486513   425682   321298   390620   419541   378308   329142   408055   403777   366261   340758
          Tavşanlı Kütahya 095   360667   370458   353726   360698   356360   336906   331780   359159   292215   317894   348162   361260   438222   319646   383793   379697   356601   455807   314012   276066   294444   361850   349308   367152   297980   397923   377147   327780   348754   390216   264461   265446   228149   141494   291217   194842   254956   194328   198061   245751   230196   297228   159070   257459   315525   285874   319625   352721   285840   386748   466929   368785   400174   379825   328189   404850   390079   350426   396425   313294   324326   416468   340374   345193   377043   290205   258498   237218   387713   295879   256941   258866   419370   290797   216782   225037   297915   359206   313366   319263   273162   328017   334754    97073    87037    59649    38583   129571    47519    94307   125740    96339    59868    97934        0   256685   190720   200393   196803   173512   266592   232996   215396   260573   190483   117287   166961   213852   187734   140401   218039   177221   154915   188707   221733   186750   180997   488183   538642   550784   496060   386781   454891   483812   443791   394625   472326   474155   430532   406241
   Başmakçı Afyonkarahisar 096   323898   342305   309628   316851   312513   350699   263443   315312   359920   201623   304254   310827   401453   387352   359455   342928   319832   419038   286295   343772   218075   303239   324970   330383   230308   361154   271687   247986   277047   353447   236744   277404   180393   257971   251427   278375   305932   257494   202961   218033   162873   277910   198173   317536   288575   258157   295287   194558   127677   228585   309224   210622   232728   221662   170026   246687   231916   192263   269245   155131   166163   258763   182211   187030   122692   121488    66342    74824   167488    41528   129617    89527   161685    36446    71180   126827    77690   138981    93140    99038   108537   107792   114529   177036   204051   247302   295299   152290   288718   187113   196721   192124   229649   214410   256685        0   178448   143210   128835   146781    13828    24235   179943    22273   104691   158160   154689    49205    71025   113918   150071   110500   139469   145902    90216   100792   112606   324795   282523   331020   239941   230593   235127   264048   280403   238437   252562   218036   210768   242854
      Bayat Afyonkarahisar 097   395162   395109   388221   379063   374725   412911   366275   377524   422508   343081   366466   382091   472717   449940   421667   414192   391096   490302   348507   406360   319631   396345   387182   401647   332475   432418   411642   362275   383249   424711   298956   339992   262643   287566   314015   313606   368520   280380   232556   280245   259377   340499   227768   380124   350787   320369   357499   357084   290203   391111   471750   373148   395254   384188   332552   409213   394442   354789   430920   317657   328689   421289   344737   349556   297344   296140   228654   206202   342140   216180   261304   227850   339671   211098   185766   229400   252342   313633   267792   273690   283189   282444   289181   111070   138086   181336   229334   103876   222752   214584   226316   221719   226578   244005   190720   178448        0    41210    54627    45476   187729   154133    27280   181710   144093    79859    25420   134989   108871    80100    75321    73174   123781   218138   190600   155616   186696   498696   459779   504921   417197   404493   409028   437949   454304   412337   461662   395292   384669   416755
